InvoiceNumber;DeliveryNoteNumber;CompanyCode;SalesOrg;Division;SoldToNumber;SoldToName;SoldToComMail;SoldToLanguage;SoldToStatus;InvoiceIssueDate;DocumentType;ShipToNumber;ShipToName;DeliveryNoteDate;ShippingPoint
1418807191;4232105432;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.27;K423
1418807191;4232105435;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.27;K423
1418807191;4232105440;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.30;K423
1418807191;4232105441;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.30;K423
1418807191;4232105446;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.30;K423
1418807191;4232105452;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.30;K423
1418807191;4232105461;SK01;SK01;40;0000146764;MULLDEX s.r.o.;info@mulldex.sk;SK;3H;2021.09.01;ZF2;0100573225;MULLDEX s.r.o.;2021.08.30;K423
1418807192;4232105394;SK01;SK01;40;0000116295;KFK Slovakia s.r.o.;kafka.miroslav@gmail.com;SK;3H;2021.09.01;ZF2;0100321317;Košice mesto a okolie;2021.08.26;K423
1418807192;4232105396;SK01;SK01;40;0000116295;KFK Slovakia s.r.o.;kafka.miroslav@gmail.com;SK;3H;2021.09.01;ZF2;0100321317;Košice mesto a okolie;2021.08.26;K423
1418807192;4232105397;SK01;SK01;40;0000116295;KFK Slovakia s.r.o.;kafka.miroslav@gmail.com;SK;3H;2021.09.01;ZF2;0100321317;Košice mesto a okolie;2021.08.26;K423
1418807192;4232105436;SK01;SK01;40;0000116295;KFK Slovakia s.r.o.;kafka.miroslav@gmail.com;SK;3H;2021.09.01;ZF2;0100321317;Košice mesto a okolie;2021.08.30;K423
1418807192;4232105437;SK01;SK01;40;0000116295;KFK Slovakia s.r.o.;kafka.miroslav@gmail.com;SK;3H;2021.09.01;ZF2;0100321317;Košice mesto a okolie;2021.08.30;K423
1418807195;4232105405;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105406;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105408;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105409;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105410;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105411;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105412;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105413;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105415;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105416;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105417;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105418;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105419;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105426;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.27;K423
1418807195;4232105493;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.31;K423
1418807195;4232105497;SK01;SK01;40;0000152377;MRS Crane s.r.o.;marek.stefus@gmail.com;SK;3H;2021.09.01;ZF2;0100821536;USS, Suchá Halda;2021.08.31;K423
1418807197;4232105442;SK01;SK01;40;0000110109;VERVA , spol. s r. o. Košice;verva.sro@gmail.com;SK;3H;2021.09.01;ZF2;0100272696;stavba: Košice a okolie;2021.08.30;K423
1418807197;4232105443;SK01;SK01;40;0000110109;VERVA , spol. s r. o. Košice;verva.sro@gmail.com;SK;3H;2021.09.01;ZF2;0100272696;stavba: Košice a okolie;2021.08.30;K423
1418807198;4232105439;SK01;SK01;40;0000110109;VERVA , spol. s r. o. Košice;verva.sro@gmail.com;SK;3H;2021.09.01;ZF2;0100385412;mesto KE a okolie;2021.08.30;K423
1418807201;4232105464;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105465;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105471;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105473;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105474;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105475;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105476;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105477;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807201;4232105482;SK01;SK01;40;0000152536;KB house,s.r.o.;mihomesro@gmail.com;SK;3H;2021.09.01;ZF2;0100679309;Košice a okolie;2021.08.31;K423
1418807210;4332104576;SK01;SK01;40;0000119420;DOSA Slovakia, s.r.o.;info@dosaslovakia.sk;SK;3H;2021.09.01;ZF2;0100680315;D1 Prešov-západ  Prešov-juh;2021.08.31;K433
1418807210;4332104586;SK01;SK01;40;0000119420;DOSA Slovakia, s.r.o.;info@dosaslovakia.sk;SK;3H;2021.09.01;ZF2;0100680315;D1 Prešov-západ  Prešov-juh;2021.08.31;K433
1418807212;4332104545;SK01;SK01;40;0000149074;PROTRON s.r.o.;fakturacia@protron.sk,zigo@protron.sk;SK;3H;2021.09.01;ZF2;0100618784;D1 Prešov-záp.,POjuh,SO_201;2021.08.31;K433
1418807212;4332104567;SK01;SK01;40;0000149074;PROTRON s.r.o.;fakturacia@protron.sk,zigo@protron.sk;SK;3H;2021.09.01;ZF2;0100618784;D1 Prešov-záp.,POjuh,SO_201;2021.08.31;K433
1418807233;4112102287;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795097;BD Hurbanova 2;2021.08.26;K411
1418807233;4112102288;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795097;BD Hurbanova 2;2021.08.26;K411
1418807234;4112102291;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.26;K411
1418807234;4112102295;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.26;K411
1418807234;4112102320;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.27;K411
1418807234;4112102331;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.30;K411
1418807234;4112102336;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.30;K411
1418807234;4112102337;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.30;K411
1418807234;4112102338;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.30;K411
1418807234;4112102340;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.30;K411
1418807234;4112102351;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.31;K411
1418807234;4112102352;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100795161;BD Hurbanova 14km/30 min;2021.08.31;K411
1418807236;4112102286;SK01;SK01;40;0000155774;KVASNA-EXTERIÉR- STAVO s.r.o.;kvasna.exterier@gmail.com;SK;3H;2021.09.01;ZF2;0100749623;BB a okolie EXW 2020;2021.08.26;K411
1418807236;4112102346;SK01;SK01;40;0000155774;KVASNA-EXTERIÉR- STAVO s.r.o.;kvasna.exterier@gmail.com;SK;3H;2021.09.01;ZF2;0100749623;BB a okolie EXW 2020;2021.08.31;K411
1418807242;4112102347;SK01;SK01;40;0000110279;TEXO group s.r.o.;office@texogroup.sk,texo@texogroup.sk;SK;3H;2021.09.01;ZF2;0100554566;DDP a EXW BB a okolie;2021.08.31;K411
1418807246;4012106916;SK01;SK01;40;0000147305;SM PONTON s.r.o.;info@smponton.sk;SK;3H;2021.09.01;ZF2;0100648824;13km/30min Kočánkova;2021.08.27;K401
1418807246;4012106917;SK01;SK01;40;0000147305;SM PONTON s.r.o.;info@smponton.sk;SK;3H;2021.09.01;ZF2;0100648824;13km/30min Kočánkova;2021.08.27;K401
1418807246;4012106931;SK01;SK01;40;0000147305;SM PONTON s.r.o.;info@smponton.sk;SK;3H;2021.09.01;ZF2;0100648824;13km/30min Kočánkova;2021.08.27;K401
1418807246;4012106940;SK01;SK01;40;0000147305;SM PONTON s.r.o.;info@smponton.sk;SK;3H;2021.09.01;ZF2;0100648824;13km/30min Kočánkova;2021.08.27;K401
1418807248;4012106898;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106899;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106900;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106902;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106903;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106905;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106906;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106907;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106908;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106909;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106910;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106912;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106914;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106918;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106922;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106925;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106928;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106930;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106935;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106938;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106942;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106943;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012106944;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.27;K401
1418807248;4012107058;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.30;K401
1418807248;4012107059;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107060;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107061;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107063;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107068;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107070;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107071;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107073;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107074;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107076;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107077;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107078;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107079;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107080;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107081;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107082;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107083;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107084;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107085;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107087;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107088;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107091;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107092;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107094;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107096;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107097;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107100;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107102;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807248;4012107107;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745743;8km/45min EUROVEA 2;2021.08.31;K401
1418807249;4012106897;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745744;8km/60min EUROVEA 2;2021.08.27;K401
1418807249;4012106945;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745744;8km/60min EUROVEA 2;2021.08.27;K401
1418807249;4012107054;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745744;8km/60min EUROVEA 2;2021.08.30;K401
1418807249;4012107110;SK01;SK01;40;0000155668;SYTIQ a.s.;faktury@sytiq.com,reichova@sytiq.com;SK;3H;2021.09.01;ZF2;0100745744;8km/60min EUROVEA 2;2021.08.31;K401
1418807255;4012107064;SK01;SK01;40;0000111527;VS stavby s.r.o;vsstavby@gmail.com;SK;3H;2021.09.01;ZF2;0100790020;20km/30min RD Prokopa Veľkého 32;2021.08.31;K401
1418807255;4012107065;SK01;SK01;40;0000111527;VS stavby s.r.o;vsstavby@gmail.com;SK;3H;2021.09.01;ZF2;0100790020;20km/30min RD Prokopa Veľkého 32;2021.08.31;K401
1418807255;4012107067;SK01;SK01;40;0000111527;VS stavby s.r.o;vsstavby@gmail.com;SK;3H;2021.09.01;ZF2;0100790020;20km/30min RD Prokopa Veľkého 32;2021.08.31;K401
1418807268;4032101372;SK01;SK01;40;0000110869;SCON s.r.o.;monika.jancova@scon.sk,scon@scon.sk;SK;3H;2021.09.01;ZF2;0100812546;14km/30min RD Záhorské sady;2021.08.30;K403
1418807268;4032101373;SK01;SK01;40;0000110869;SCON s.r.o.;monika.jancova@scon.sk,scon@scon.sk;SK;3H;2021.09.01;ZF2;0100812546;14km/30min RD Záhorské sady;2021.08.30;K403
1418807268;4032101374;SK01;SK01;40;0000110869;SCON s.r.o.;monika.jancova@scon.sk,scon@scon.sk;SK;3H;2021.09.01;ZF2;0100812546;14km/30min RD Záhorské sady;2021.08.30;K403
1418807268;4032101376;SK01;SK01;40;0000110869;SCON s.r.o.;monika.jancova@scon.sk,scon@scon.sk;SK;3H;2021.09.01;ZF2;0100812546;14km/30min RD Záhorské sady;2021.08.30;K403
1418807280;4182103277;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.18;K418
1418807280;4182103278;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.18;K418
1418807280;4182103281;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.18;K418
1418807280;4182103413;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.30;K418
1418807280;4182103417;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.30;K418
1418807280;4182103424;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.30;K418
1418807280;4182103425;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.30;K418
1418807280;4182103433;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.31;K418
1418807280;4182103434;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.31;K418
1418807280;4182103435;SK01;SK01;40;0000151854;BOM DOM s.r.o.;uctbomdom@gmail.com;SK;3H;2021.09.01;ZF2;0100664376;Nitra a okolie;2021.08.31;K418
